expiry,T,strike,type,market_price,bid,ask,iv,volume,oi
2026-10-16,0.21095890410958903,310.0,put,4.1,0.0,0.0,0.062509375,30.0,0.0
2026-10-16,0.21095890410958903,315.0,put,4.7,0.0,0.0,0.0312596875,10.0,0.0
2026-10-16,0.21095890410958903,320.0,put,6.0,0.0,0.0,0.0312596875,66.0,0.0
2026-10-16,0.21095890410958903,325.0,put,6.8,0.0,0.0,0.0312596875,4.0,0.0
2026-10-16,0.21095890410958903,330.0,put,9.15,0.0,0.0,0.015634843750000002,221.0,0.0
2026-10-16,0.21095890410958903,335.0,put,9.6,0.0,0.0,0.015634843750000002,220.0,0.0
2026-10-16,0.21095890410958903,340.0,put,12.4,0.0,0.0,0.007822421875,90.0,0.0
2026-10-16,0.21095890410958903,345.0,put,14.82,0.0,0.0,1.0000000000000003e-05,34.0,0.0
2026-10-16,0.21095890410958903,350.0,put,17.65,0.0,0.0,1.0000000000000003e-05,81.0,0.0
2026-10-16,0.21095890410958903,355.0,put,18.3,0.0,0.0,1.0000000000000003e-05,3.0,0.0
2026-10-16,0.21095890410958903,360.0,put,20.15,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,365.0,put,23.7,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-10-16,0.21095890410958903,370.0,put,24.15,0.0,0.0,1.0000000000000003e-05,95.0,0.0
2026-10-16,0.21095890410958903,375.0,put,32.65,0.0,0.0,1.0000000000000003e-05,1.0,0.0
2026-10-16,0.21095890410958903,380.0,put,33.42,0.0,0.0,1.0000000000000003e-05,4.0,0.0
2026-10-16,0.21095890410958903,390.0,put,46.0,0.0,0.0,1.0000000000000003e-05,7.0,0.0
2026-10-16,0.21095890410958903,395.0,put,82.79,0.0,0.0,1.0000000000000003e-05,2.0,0.0
2026-10-16,0.21095890410958903,400.0,put,52.5,0.0,0.0,1.0000000000000003e-05,51.0,0.0
2026-10-16,0.21095890410958903,405.0,put,75.75,54.4,57.55,1.0000000000000003e-05,2.0,1.0
2026-10-16,0.21095890410958903,410.0,put,111.01,0.0,0.0,1.0000000000000003e-05,,0.0
2026-10-16,0.21095890410958903,420.0,put,69.58,0.0,0.0,1.0000000000000003e-05,3.0,0.0
